index,identifier,label,region
9223,binary-9223.ts,Non-Moth,NorthEasternAmerica
9224,binary-9224.ts,Non-Moth,NorthEasternAmerica
9225,binary-9225.ts,Non-Moth,NorthEasternAmerica
9226,binary-9226.ts,Non-Moth,NorthEasternAmerica
9227,binary-9227.ts,Non-Moth,NorthEasternAmerica
9228,binary-9228.ts,Non-Moth,NorthEasternAmerica
9229,binary-9229.ts,Non-Moth,NorthEasternAmerica
9230,binary-9230.ts,Non-Moth,NorthEasternAmerica
9231,binary-9231.ts,Non-Moth,NorthEasternAmerica
9232,binary-9232.ts,Non-Moth,NorthEasternAmerica
9233,binary-9233.ts,Non-Moth,NorthEasternAmerica
9234,binary-9234.ts,Non-Moth,NorthEasternAmerica
9235,binary-9235.ts,Non-Moth,NorthEasternAmerica
9236,binary-9236.ts,Non-Moth,NorthEasternAmerica
9237,binary-9237.ts,Non-Moth,NorthEasternAmerica
9238,binary-9238.ts,Non-Moth,NorthEasternAmerica
9239,binary-9239.ts,Non-Moth,NorthEasternAmerica
9240,binary-9240.ts,Non-Moth,NorthEasternAmerica
9241,binary-9241.ts,Non-Moth,NorthEasternAmerica
9242,binary-9242.ts,Non-Moth,NorthEasternAmerica
9243,binary-9243.ts,Non-Moth,NorthEasternAmerica
9244,binary-9244.ts,Non-Moth,NorthEasternAmerica
9245,binary-9245.ts,Non-Moth,NorthEasternAmerica
9246,binary-9246.ts,Non-Moth,NorthEasternAmerica
9247,binary-9247.ts,Non-Moth,NorthEasternAmerica
9248,binary-9248.ts,Non-Moth,NorthEasternAmerica
9249,binary-9249.ts,Non-Moth,NorthEasternAmerica
9250,binary-9250.ts,Non-Moth,NorthEasternAmerica
9251,binary-9251.ts,Non-Moth,NorthEasternAmerica
9252,binary-9252.ts,Non-Moth,NorthEasternAmerica
9253,binary-9253.ts,Non-Moth,NorthEasternAmerica
9254,binary-9254.ts,Non-Moth,NorthEasternAmerica
9255,binary-9255.ts,Non-Moth,NorthEasternAmerica
9256,binary-9256.ts,Non-Moth,NorthEasternAmerica
9257,binary-9257.ts,Non-Moth,NorthEasternAmerica
9258,binary-9258.ts,Non-Moth,NorthEasternAmerica
9259,binary-9259.ts,Non-Moth,NorthEasternAmerica
9260,binary-9260.ts,Non-Moth,NorthEasternAmerica
9261,binary-9261.ts,Moth,NorthEasternAmerica
9262,binary-9262.ts,Moth,NorthEasternAmerica
9263,binary-9263.ts,Moth,NorthEasternAmerica
9264,binary-9264.ts,Moth,NorthEasternAmerica
9265,binary-9265.ts,Moth,NorthEasternAmerica
9266,binary-9266.ts,Non-Moth,NorthEasternAmerica
9267,binary-9267.ts,Non-Moth,NorthEasternAmerica
9268,binary-9268.ts,Non-Moth,NorthEasternAmerica
9269,binary-9269.ts,Non-Moth,NorthEasternAmerica
9270,binary-9270.ts,Non-Moth,NorthEasternAmerica
9271,binary-9271.ts,Non-Moth,NorthEasternAmerica
9272,binary-9272.ts,Non-Moth,NorthEasternAmerica
9273,binary-9273.ts,Non-Moth,NorthEasternAmerica
9274,binary-9274.ts,Non-Moth,NorthEasternAmerica
9275,binary-9275.ts,Non-Moth,NorthEasternAmerica
9276,binary-9276.ts,Non-Moth,NorthEasternAmerica
9277,binary-9277.ts,Non-Moth,NorthEasternAmerica
9278,binary-9278.ts,Non-Moth,NorthEasternAmerica
9279,binary-9279.ts,Non-Moth,NorthEasternAmerica
9280,binary-9280.ts,Non-Moth,NorthEasternAmerica
9281,binary-9281.ts,Non-Moth,NorthEasternAmerica
9282,binary-9282.ts,Non-Moth,NorthEasternAmerica
9283,binary-9283.ts,Non-Moth,NorthEasternAmerica
9284,binary-9284.ts,Non-Moth,NorthEasternAmerica
9285,binary-9285.ts,Non-Moth,NorthEasternAmerica
9286,binary-9286.ts,Non-Moth,NorthEasternAmerica
9287,binary-9287.ts,Non-Moth,NorthEasternAmerica
9288,binary-9288.ts,Non-Moth,NorthEasternAmerica
9289,binary-9289.ts,Non-Moth,NorthEasternAmerica
9290,binary-9290.ts,Non-Moth,NorthEasternAmerica
9291,binary-9291.ts,Non-Moth,NorthEasternAmerica
9292,binary-9292.ts,Non-Moth,NorthEasternAmerica
9293,binary-9293.ts,Non-Moth,NorthEasternAmerica
9294,binary-9294.ts,Non-Moth,NorthEasternAmerica
9295,binary-9295.ts,Non-Moth,NorthEasternAmerica
9296,binary-9296.ts,Non-Moth,NorthEasternAmerica
9297,binary-9297.ts,Non-Moth,NorthEasternAmerica
9298,binary-9298.ts,Non-Moth,NorthEasternAmerica
9299,binary-9299.ts,Non-Moth,NorthEasternAmerica
9300,binary-9300.ts,Non-Moth,NorthEasternAmerica
9301,binary-9301.ts,Non-Moth,NorthEasternAmerica
9302,binary-9302.ts,Non-Moth,NorthEasternAmerica
9303,binary-9303.ts,Non-Moth,NorthEasternAmerica
9304,binary-9304.ts,Non-Moth,NorthEasternAmerica
9305,binary-9305.ts,Non-Moth,NorthEasternAmerica
9306,binary-9306.ts,Non-Moth,NorthEasternAmerica
9307,binary-9307.ts,Non-Moth,NorthEasternAmerica
9308,binary-9308.ts,Non-Moth,NorthEasternAmerica
9309,binary-9309.ts,Non-Moth,NorthEasternAmerica
9310,binary-9310.ts,Non-Moth,NorthEasternAmerica
9311,binary-9311.ts,Non-Moth,NorthEasternAmerica
9312,binary-9312.ts,Non-Moth,NorthEasternAmerica
9313,binary-9313.ts,Non-Moth,NorthEasternAmerica
9314,binary-9314.ts,Non-Moth,NorthEasternAmerica
9315,binary-9315.ts,Non-Moth,NorthEasternAmerica
9316,binary-9316.ts,Non-Moth,NorthEasternAmerica
9317,binary-9317.ts,Non-Moth,NorthEasternAmerica
9318,binary-9318.ts,Moth,NorthEasternAmerica
9319,binary-9319.ts,Moth,NorthEasternAmerica
9320,binary-9320.ts,Moth,NorthEasternAmerica
9321,binary-9321.ts,Non-Moth,NorthEasternAmerica
9322,binary-9322.ts,Non-Moth,NorthEasternAmerica
9323,binary-9323.ts,Non-Moth,NorthEasternAmerica
9324,binary-9324.ts,Non-Moth,NorthEasternAmerica
9325,binary-9325.ts,Non-Moth,NorthEasternAmerica
9326,binary-9326.ts,Non-Moth,NorthEasternAmerica
9327,binary-9327.ts,Non-Moth,NorthEasternAmerica
9328,binary-9328.ts,Non-Moth,NorthEasternAmerica
9329,binary-9329.ts,Non-Moth,NorthEasternAmerica
9330,binary-9330.ts,Non-Moth,NorthEasternAmerica
9331,binary-9331.ts,Non-Moth,NorthEasternAmerica
9332,binary-9332.ts,Non-Moth,NorthEasternAmerica
9333,binary-9333.ts,Non-Moth,NorthEasternAmerica
9334,binary-9334.ts,Non-Moth,NorthEasternAmerica
9335,binary-9335.ts,Non-Moth,NorthEasternAmerica
9336,binary-9336.ts,Non-Moth,NorthEasternAmerica
9337,binary-9337.ts,Non-Moth,NorthEasternAmerica
9338,binary-9338.ts,Non-Moth,NorthEasternAmerica
9339,binary-9339.ts,Non-Moth,NorthEasternAmerica
9340,binary-9340.ts,Non-Moth,NorthEasternAmerica
9341,binary-9341.ts,Non-Moth,NorthEasternAmerica
9342,binary-9342.ts,Non-Moth,NorthEasternAmerica
9343,binary-9343.ts,Non-Moth,NorthEasternAmerica
9344,binary-9344.ts,Non-Moth,NorthEasternAmerica
9345,binary-9345.ts,Non-Moth,NorthEasternAmerica
9346,binary-9346.ts,Non-Moth,NorthEasternAmerica
9347,binary-9347.ts,Non-Moth,NorthEasternAmerica
9348,binary-9348.ts,Non-Moth,NorthEasternAmerica
9349,binary-9349.ts,Non-Moth,NorthEasternAmerica
9350,binary-9350.ts,Non-Moth,NorthEasternAmerica
9351,binary-9351.ts,Non-Moth,NorthEasternAmerica
9352,binary-9352.ts,Non-Moth,NorthEasternAmerica
9353,binary-9353.ts,Non-Moth,NorthEasternAmerica
9354,binary-9354.ts,Non-Moth,NorthEasternAmerica
9355,binary-9355.ts,Non-Moth,NorthEasternAmerica
9356,binary-9356.ts,Non-Moth,NorthEasternAmerica
9357,binary-9357.ts,Moth,NorthEasternAmerica
9358,binary-9358.ts,Moth,NorthEasternAmerica
9359,binary-9359.ts,Moth,NorthEasternAmerica
9360,binary-9360.ts,Non-Moth,NorthEasternAmerica
9361,binary-9361.ts,Non-Moth,NorthEasternAmerica
9362,binary-9362.ts,Non-Moth,NorthEasternAmerica
9363,binary-9363.ts,Non-Moth,NorthEasternAmerica
9364,binary-9364.ts,Non-Moth,NorthEasternAmerica
9365,binary-9365.ts,Non-Moth,NorthEasternAmerica
9366,binary-9366.ts,Non-Moth,NorthEasternAmerica
9367,binary-9367.ts,Non-Moth,NorthEasternAmerica
9368,binary-9368.ts,Non-Moth,NorthEasternAmerica
9369,binary-9369.ts,Non-Moth,NorthEasternAmerica
9370,binary-9370.ts,Non-Moth,NorthEasternAmerica
9371,binary-9371.ts,Non-Moth,NorthEasternAmerica
9372,binary-9372.ts,Non-Moth,NorthEasternAmerica
9373,binary-9373.ts,Non-Moth,NorthEasternAmerica
9374,binary-9374.ts,Non-Moth,NorthEasternAmerica
9375,binary-9375.ts,Non-Moth,NorthEasternAmerica
9376,binary-9376.ts,Non-Moth,NorthEasternAmerica
9377,binary-9377.ts,Non-Moth,NorthEasternAmerica
9378,binary-9378.ts,Non-Moth,NorthEasternAmerica
9379,binary-9379.ts,Non-Moth,NorthEasternAmerica
9380,binary-9380.ts,Non-Moth,NorthEasternAmerica
9381,binary-9381.ts,Non-Moth,NorthEasternAmerica
9382,binary-9382.ts,Non-Moth,NorthEasternAmerica
9383,binary-9383.ts,Non-Moth,NorthEasternAmerica
9384,binary-9384.ts,Non-Moth,NorthEasternAmerica
9385,binary-9385.ts,Non-Moth,NorthEasternAmerica
9386,binary-9386.ts,Non-Moth,NorthEasternAmerica
9387,binary-9387.ts,Non-Moth,NorthEasternAmerica
9388,binary-9388.ts,Non-Moth,NorthEasternAmerica
9389,binary-9389.ts,Non-Moth,NorthEasternAmerica
9390,binary-9390.ts,Non-Moth,NorthEasternAmerica
9391,binary-9391.ts,Non-Moth,NorthEasternAmerica
9392,binary-9392.ts,Non-Moth,NorthEasternAmerica
9393,binary-9393.ts,Non-Moth,NorthEasternAmerica
9394,binary-9394.ts,Non-Moth,NorthEasternAmerica
9395,binary-9395.ts,Non-Moth,NorthEasternAmerica
9396,binary-9396.ts,Non-Moth,NorthEasternAmerica
9397,binary-9397.ts,Non-Moth,NorthEasternAmerica
9398,binary-9398.ts,Non-Moth,NorthEasternAmerica
9399,binary-9399.ts,Non-Moth,NorthEasternAmerica
9400,binary-9400.ts,Non-Moth,NorthEasternAmerica
9401,binary-9401.ts,Non-Moth,NorthEasternAmerica
9402,binary-9402.ts,Non-Moth,NorthEasternAmerica
9403,binary-9403.ts,Non-Moth,NorthEasternAmerica
9404,binary-9404.ts,Non-Moth,NorthEasternAmerica
9405,binary-9405.ts,Non-Moth,NorthEasternAmerica
9406,binary-9406.ts,Non-Moth,NorthEasternAmerica
9407,binary-9407.ts,Non-Moth,NorthEasternAmerica
9408,binary-9408.ts,Non-Moth,NorthEasternAmerica
9409,binary-9409.ts,Non-Moth,NorthEasternAmerica
9410,binary-9410.ts,Non-Moth,NorthEasternAmerica
9411,binary-9411.ts,Non-Moth,NorthEasternAmerica
9412,binary-9412.ts,Non-Moth,NorthEasternAmerica
9413,binary-9413.ts,Non-Moth,NorthEasternAmerica
9414,binary-9414.ts,Non-Moth,NorthEasternAmerica
9415,binary-9415.ts,Non-Moth,NorthEasternAmerica
9416,binary-9416.ts,Non-Moth,NorthEasternAmerica
9417,binary-9417.ts,Non-Moth,NorthEasternAmerica
9418,binary-9418.ts,Non-Moth,NorthEasternAmerica
9419,binary-9419.ts,Non-Moth,NorthEasternAmerica
9420,binary-9420.ts,Non-Moth,NorthEasternAmerica
9421,binary-9421.ts,Non-Moth,NorthEasternAmerica
9422,binary-9422.ts,Non-Moth,NorthEasternAmerica
9423,binary-9423.ts,Non-Moth,NorthEasternAmerica
9424,binary-9424.ts,Non-Moth,NorthEasternAmerica
9425,binary-9425.ts,Non-Moth,NorthEasternAmerica
9426,binary-9426.ts,Moth,NorthEasternAmerica
9427,binary-9427.ts,Moth,NorthEasternAmerica
9428,binary-9428.ts,Non-Moth,NorthEasternAmerica
9429,binary-9429.ts,Non-Moth,NorthEasternAmerica
9430,binary-9430.ts,Non-Moth,NorthEasternAmerica
9431,binary-9431.ts,Non-Moth,NorthEasternAmerica
9432,binary-9432.ts,Non-Moth,NorthEasternAmerica
9433,binary-9433.ts,Non-Moth,NorthEasternAmerica
9434,binary-9434.ts,Non-Moth,NorthEasternAmerica
9435,binary-9435.ts,Non-Moth,NorthEasternAmerica
9436,binary-9436.ts,Non-Moth,NorthEasternAmerica
9437,binary-9437.ts,Non-Moth,NorthEasternAmerica
9438,binary-9438.ts,Non-Moth,NorthEasternAmerica
9439,binary-9439.ts,Non-Moth,NorthEasternAmerica
9440,binary-9440.ts,Non-Moth,NorthEasternAmerica
9441,binary-9441.ts,Non-Moth,NorthEasternAmerica
9442,binary-9442.ts,Non-Moth,NorthEasternAmerica
9443,binary-9443.ts,Non-Moth,NorthEasternAmerica
9444,binary-9444.ts,Non-Moth,NorthEasternAmerica
9445,binary-9445.ts,Non-Moth,NorthEasternAmerica
9446,binary-9446.ts,Non-Moth,NorthEasternAmerica
9447,binary-9447.ts,Non-Moth,NorthEasternAmerica
9448,binary-9448.ts,Non-Moth,NorthEasternAmerica
9449,binary-9449.ts,Non-Moth,NorthEasternAmerica
9450,binary-9450.ts,Non-Moth,NorthEasternAmerica
9451,binary-9451.ts,Non-Moth,NorthEasternAmerica
9452,binary-9452.ts,Non-Moth,NorthEasternAmerica
9453,binary-9453.ts,Non-Moth,NorthEasternAmerica
9454,binary-9454.ts,Non-Moth,NorthEasternAmerica
9455,binary-9455.ts,Non-Moth,NorthEasternAmerica
9456,binary-9456.ts,Non-Moth,NorthEasternAmerica
9457,binary-9457.ts,Non-Moth,NorthEasternAmerica
9458,binary-9458.ts,Non-Moth,NorthEasternAmerica
9459,binary-9459.ts,Non-Moth,NorthEasternAmerica
9460,binary-9460.ts,Non-Moth,NorthEasternAmerica
9461,binary-9461.ts,Non-Moth,NorthEasternAmerica
9462,binary-9462.ts,Non-Moth,NorthEasternAmerica
9463,binary-9463.ts,Non-Moth,NorthEasternAmerica
9464,binary-9464.ts,Non-Moth,NorthEasternAmerica
9465,binary-9465.ts,Non-Moth,NorthEasternAmerica
9466,binary-9466.ts,Non-Moth,NorthEasternAmerica
9467,binary-9467.ts,Non-Moth,NorthEasternAmerica
9468,binary-9468.ts,Non-Moth,NorthEasternAmerica
9469,binary-9469.ts,Non-Moth,NorthEasternAmerica
9470,binary-9470.ts,Non-Moth,NorthEasternAmerica
9471,binary-9471.ts,Moth,NorthEasternAmerica
9472,binary-9472.ts,Moth,NorthEasternAmerica
9473,binary-9473.ts,Non-Moth,NorthEasternAmerica
9474,binary-9474.ts,Non-Moth,NorthEasternAmerica
9475,binary-9475.ts,Non-Moth,NorthEasternAmerica
9476,binary-9476.ts,Non-Moth,NorthEasternAmerica
9477,binary-9477.ts,Non-Moth,NorthEasternAmerica
9478,binary-9478.ts,Non-Moth,NorthEasternAmerica
9479,binary-9479.ts,Non-Moth,NorthEasternAmerica
9480,binary-9480.ts,Non-Moth,NorthEasternAmerica
9481,binary-9481.ts,Non-Moth,NorthEasternAmerica
9482,binary-9482.ts,Non-Moth,NorthEasternAmerica
9483,binary-9483.ts,Non-Moth,NorthEasternAmerica
9484,binary-9484.ts,Non-Moth,NorthEasternAmerica
9485,binary-9485.ts,Non-Moth,NorthEasternAmerica
9486,binary-9486.ts,Non-Moth,NorthEasternAmerica
9487,binary-9487.ts,Non-Moth,NorthEasternAmerica
9488,binary-9488.ts,Non-Moth,NorthEasternAmerica
9489,binary-9489.ts,Non-Moth,NorthEasternAmerica
9490,binary-9490.ts,Non-Moth,NorthEasternAmerica
9491,binary-9491.ts,Non-Moth,NorthEasternAmerica
9492,binary-9492.ts,Non-Moth,NorthEasternAmerica
9493,binary-9493.ts,Non-Moth,NorthEasternAmerica
9494,binary-9494.ts,Non-Moth,NorthEasternAmerica
9495,binary-9495.ts,Non-Moth,NorthEasternAmerica
9496,binary-9496.ts,Non-Moth,NorthEasternAmerica
9497,binary-9497.ts,Non-Moth,NorthEasternAmerica
9498,binary-9498.ts,Non-Moth,NorthEasternAmerica
9499,binary-9499.ts,Non-Moth,NorthEasternAmerica
9500,binary-9500.ts,Non-Moth,NorthEasternAmerica
9501,binary-9501.ts,Non-Moth,NorthEasternAmerica
9502,binary-9502.ts,Non-Moth,NorthEasternAmerica
9503,binary-9503.ts,Non-Moth,NorthEasternAmerica
9504,binary-9504.ts,Non-Moth,NorthEasternAmerica
9505,binary-9505.ts,Non-Moth,NorthEasternAmerica
9506,binary-9506.ts,Non-Moth,NorthEasternAmerica
9507,binary-9507.ts,Non-Moth,NorthEasternAmerica
9508,binary-9508.ts,Non-Moth,NorthEasternAmerica
9509,binary-9509.ts,Non-Moth,NorthEasternAmerica
9510,binary-9510.ts,Non-Moth,NorthEasternAmerica
9511,binary-9511.ts,Non-Moth,NorthEasternAmerica
9512,binary-9512.ts,Non-Moth,NorthEasternAmerica
9513,binary-9513.ts,Non-Moth,NorthEasternAmerica
9514,binary-9514.ts,Non-Moth,NorthEasternAmerica
9515,binary-9515.ts,Non-Moth,NorthEasternAmerica
9516,binary-9516.ts,Non-Moth,NorthEasternAmerica
9517,binary-9517.ts,Non-Moth,NorthEasternAmerica
9518,binary-9518.ts,Non-Moth,NorthEasternAmerica
9519,binary-9519.ts,Non-Moth,NorthEasternAmerica
9520,binary-9520.ts,Non-Moth,NorthEasternAmerica
9521,binary-9521.ts,Non-Moth,NorthEasternAmerica
9522,binary-9522.ts,Non-Moth,NorthEasternAmerica
9523,binary-9523.ts,Moth,NorthEasternAmerica
9524,binary-9524.ts,Moth,NorthEasternAmerica
9525,binary-9525.ts,Non-Moth,NorthEasternAmerica
9526,binary-9526.ts,Non-Moth,NorthEasternAmerica
9527,binary-9527.ts,Non-Moth,NorthEasternAmerica
9528,binary-9528.ts,Non-Moth,NorthEasternAmerica
9529,binary-9529.ts,Non-Moth,NorthEasternAmerica
9530,binary-9530.ts,Non-Moth,NorthEasternAmerica
9531,binary-9531.ts,Non-Moth,NorthEasternAmerica
9532,binary-9532.ts,Non-Moth,NorthEasternAmerica
9533,binary-9533.ts,Non-Moth,NorthEasternAmerica
9534,binary-9534.ts,Non-Moth,NorthEasternAmerica
9535,binary-9535.ts,Non-Moth,NorthEasternAmerica
9536,binary-9536.ts,Non-Moth,NorthEasternAmerica
9537,binary-9537.ts,Non-Moth,NorthEasternAmerica
9538,binary-9538.ts,Non-Moth,NorthEasternAmerica
9539,binary-9539.ts,Non-Moth,NorthEasternAmerica
9540,binary-9540.ts,Non-Moth,NorthEasternAmerica
9541,binary-9541.ts,Non-Moth,NorthEasternAmerica
9542,binary-9542.ts,Non-Moth,NorthEasternAmerica
9543,binary-9543.ts,Non-Moth,NorthEasternAmerica
9544,binary-9544.ts,Non-Moth,NorthEasternAmerica
9545,binary-9545.ts,Non-Moth,NorthEasternAmerica
9546,binary-9546.ts,Non-Moth,NorthEasternAmerica
9547,binary-9547.ts,Non-Moth,NorthEasternAmerica
9548,binary-9548.ts,Non-Moth,NorthEasternAmerica
9549,binary-9549.ts,Non-Moth,NorthEasternAmerica
9550,binary-9550.ts,Non-Moth,NorthEasternAmerica
9551,binary-9551.ts,Non-Moth,NorthEasternAmerica
9552,binary-9552.ts,Non-Moth,NorthEasternAmerica
9553,binary-9553.ts,Non-Moth,NorthEasternAmerica
9554,binary-9554.ts,Non-Moth,NorthEasternAmerica
9555,binary-9555.ts,Non-Moth,NorthEasternAmerica
9556,binary-9556.ts,Non-Moth,NorthEasternAmerica
9557,binary-9557.ts,Non-Moth,NorthEasternAmerica
9558,binary-9558.ts,Non-Moth,NorthEasternAmerica
9559,binary-9559.ts,Non-Moth,NorthEasternAmerica
9560,binary-9560.ts,Non-Moth,NorthEasternAmerica
9561,binary-9561.ts,Non-Moth,NorthEasternAmerica
9562,binary-9562.ts,Non-Moth,NorthEasternAmerica
9563,binary-9563.ts,Non-Moth,NorthEasternAmerica
9564,binary-9564.ts,Non-Moth,NorthEasternAmerica
9565,binary-9565.ts,Non-Moth,NorthEasternAmerica
9566,binary-9566.ts,Non-Moth,NorthEasternAmerica
9567,binary-9567.ts,Non-Moth,NorthEasternAmerica
9568,binary-9568.ts,Non-Moth,NorthEasternAmerica
9569,binary-9569.ts,Non-Moth,NorthEasternAmerica
9570,binary-9570.ts,Non-Moth,NorthEasternAmerica
9571,binary-9571.ts,Non-Moth,NorthEasternAmerica
9572,binary-9572.ts,Non-Moth,NorthEasternAmerica
9573,binary-9573.ts,Non-Moth,NorthEasternAmerica
9574,binary-9574.ts,Non-Moth,NorthEasternAmerica
9575,binary-9575.ts,Non-Moth,NorthEasternAmerica
9576,binary-9576.ts,Non-Moth,NorthEasternAmerica
9577,binary-9577.ts,Non-Moth,NorthEasternAmerica
9578,binary-9578.ts,Moth,NorthEasternAmerica
9579,binary-9579.ts,Moth,NorthEasternAmerica
9580,binary-9580.ts,Moth,NorthEasternAmerica
9581,binary-9581.ts,Non-Moth,NorthEasternAmerica
9582,binary-9582.ts,Non-Moth,NorthEasternAmerica
9583,binary-9583.ts,Non-Moth,NorthEasternAmerica
9584,binary-9584.ts,Non-Moth,NorthEasternAmerica
9585,binary-9585.ts,Non-Moth,NorthEasternAmerica
9586,binary-9586.ts,Non-Moth,NorthEasternAmerica
9587,binary-9587.ts,Non-Moth,NorthEasternAmerica
9588,binary-9588.ts,Non-Moth,NorthEasternAmerica
9589,binary-9589.ts,Non-Moth,NorthEasternAmerica
9590,binary-9590.ts,Non-Moth,NorthEasternAmerica
9591,binary-9591.ts,Non-Moth,NorthEasternAmerica
9592,binary-9592.ts,Non-Moth,NorthEasternAmerica
9593,binary-9593.ts,Non-Moth,NorthEasternAmerica
9594,binary-9594.ts,Non-Moth,NorthEasternAmerica
9595,binary-9595.ts,Non-Moth,NorthEasternAmerica
9596,binary-9596.ts,Non-Moth,NorthEasternAmerica
9597,binary-9597.ts,Non-Moth,NorthEasternAmerica
9598,binary-9598.ts,Non-Moth,NorthEasternAmerica
9599,binary-9599.ts,Non-Moth,NorthEasternAmerica
9600,binary-9600.ts,Non-Moth,NorthEasternAmerica
9601,binary-9601.ts,Non-Moth,NorthEasternAmerica
9602,binary-9602.ts,Non-Moth,NorthEasternAmerica
9603,binary-9603.ts,Non-Moth,NorthEasternAmerica
9604,binary-9604.ts,Non-Moth,NorthEasternAmerica
9605,binary-9605.ts,Non-Moth,NorthEasternAmerica
9606,binary-9606.ts,Non-Moth,NorthEasternAmerica
9607,binary-9607.ts,Non-Moth,NorthEasternAmerica
9608,binary-9608.ts,Non-Moth,NorthEasternAmerica
9609,binary-9609.ts,Non-Moth,NorthEasternAmerica
9610,binary-9610.ts,Non-Moth,NorthEasternAmerica
9611,binary-9611.ts,Non-Moth,NorthEasternAmerica
9612,binary-9612.ts,Non-Moth,NorthEasternAmerica
9613,binary-9613.ts,Non-Moth,NorthEasternAmerica
9614,binary-9614.ts,Non-Moth,NorthEasternAmerica
9615,binary-9615.ts,Non-Moth,NorthEasternAmerica
9616,binary-9616.ts,Non-Moth,NorthEasternAmerica
9617,binary-9617.ts,Non-Moth,NorthEasternAmerica
9618,binary-9618.ts,Non-Moth,NorthEasternAmerica
9619,binary-9619.ts,Non-Moth,NorthEasternAmerica
9620,binary-9620.ts,Non-Moth,NorthEasternAmerica
9621,binary-9621.ts,Non-Moth,NorthEasternAmerica
9622,binary-9622.ts,Non-Moth,NorthEasternAmerica
9623,binary-9623.ts,Non-Moth,NorthEasternAmerica
9624,binary-9624.ts,Non-Moth,NorthEasternAmerica
9625,binary-9625.ts,Non-Moth,NorthEasternAmerica
9626,binary-9626.ts,Non-Moth,NorthEasternAmerica
9627,binary-9627.ts,Non-Moth,NorthEasternAmerica
9628,binary-9628.ts,Non-Moth,NorthEasternAmerica
9629,binary-9629.ts,Non-Moth,NorthEasternAmerica
9630,binary-9630.ts,Non-Moth,NorthEasternAmerica
9631,binary-9631.ts,Non-Moth,NorthEasternAmerica
9632,binary-9632.ts,Non-Moth,NorthEasternAmerica
9633,binary-9633.ts,Non-Moth,NorthEasternAmerica
9634,binary-9634.ts,Non-Moth,NorthEasternAmerica
9635,binary-9635.ts,Non-Moth,NorthEasternAmerica
9636,binary-9636.ts,Non-Moth,NorthEasternAmerica
9637,binary-9637.ts,Non-Moth,NorthEasternAmerica
9638,binary-9638.ts,Non-Moth,NorthEasternAmerica
9639,binary-9639.ts,Non-Moth,NorthEasternAmerica
9640,binary-9640.ts,Non-Moth,NorthEasternAmerica
9641,binary-9641.ts,Non-Moth,NorthEasternAmerica
9642,binary-9642.ts,Non-Moth,NorthEasternAmerica
9643,binary-9643.ts,Non-Moth,NorthEasternAmerica
9644,binary-9644.ts,Non-Moth,NorthEasternAmerica
9645,binary-9645.ts,Non-Moth,NorthEasternAmerica
9646,binary-9646.ts,Non-Moth,NorthEasternAmerica
9647,binary-9647.ts,Non-Moth,NorthEasternAmerica
9648,binary-9648.ts,Non-Moth,NorthEasternAmerica
9649,binary-9649.ts,Non-Moth,NorthEasternAmerica
9650,binary-9650.ts,Non-Moth,NorthEasternAmerica
9651,binary-9651.ts,Non-Moth,NorthEasternAmerica
9652,binary-9652.ts,Non-Moth,NorthEasternAmerica
9653,binary-9653.ts,Non-Moth,NorthEasternAmerica
9654,binary-9654.ts,Non-Moth,NorthEasternAmerica
9655,binary-9655.ts,Non-Moth,NorthEasternAmerica
9656,binary-9656.ts,Non-Moth,NorthEasternAmerica
9657,binary-9657.ts,Non-Moth,NorthEasternAmerica
9658,binary-9658.ts,Non-Moth,NorthEasternAmerica
9659,binary-9659.ts,Non-Moth,NorthEasternAmerica
9660,binary-9660.ts,Non-Moth,NorthEasternAmerica
9661,binary-9661.ts,Non-Moth,NorthEasternAmerica
9662,binary-9662.ts,Non-Moth,NorthEasternAmerica
9663,binary-9663.ts,Non-Moth,NorthEasternAmerica
9664,binary-9664.ts,Non-Moth,NorthEasternAmerica
9665,binary-9665.ts,Non-Moth,NorthEasternAmerica
9666,binary-9666.ts,Non-Moth,NorthEasternAmerica
9667,binary-9667.ts,Non-Moth,NorthEasternAmerica
9668,binary-9668.ts,Non-Moth,NorthEasternAmerica
9669,binary-9669.ts,Non-Moth,NorthEasternAmerica
9670,binary-9670.ts,Non-Moth,NorthEasternAmerica
9671,binary-9671.ts,Non-Moth,NorthEasternAmerica
9672,binary-9672.ts,Non-Moth,NorthEasternAmerica
9673,binary-9673.ts,Non-Moth,NorthEasternAmerica
9674,binary-9674.ts,Non-Moth,NorthEasternAmerica
9675,binary-9675.ts,Non-Moth,NorthEasternAmerica
9676,binary-9676.ts,Non-Moth,NorthEasternAmerica
9677,binary-9677.ts,Moth,NorthEasternAmerica
9678,binary-9678.ts,Non-Moth,NorthEasternAmerica
9679,binary-9679.ts,Non-Moth,NorthEasternAmerica
9680,binary-9680.ts,Non-Moth,NorthEasternAmerica
9681,binary-9681.ts,Non-Moth,NorthEasternAmerica
9682,binary-9682.ts,Non-Moth,NorthEasternAmerica
9683,binary-9683.ts,Non-Moth,NorthEasternAmerica
9684,binary-9684.ts,Non-Moth,NorthEasternAmerica
9685,binary-9685.ts,Non-Moth,NorthEasternAmerica
9686,binary-9686.ts,Non-Moth,NorthEasternAmerica
9687,binary-9687.ts,Non-Moth,NorthEasternAmerica
9688,binary-9688.ts,Non-Moth,NorthEasternAmerica
9689,binary-9689.ts,Non-Moth,NorthEasternAmerica
9690,binary-9690.ts,Non-Moth,NorthEasternAmerica
