index,identifier,taxon_rank,label,synonym,speciesKey,acceptedTaxonKey,region
2046,fgrained-2046.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2047,fgrained-2047.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2048,fgrained-2048.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2049,fgrained-2049.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2050,fgrained-2050.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2051,fgrained-2051.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2052,fgrained-2052.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2053,fgrained-2053.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2054,fgrained-2054.pt,FAMILY,Crambidae,,,,NorthEasternAmerica
2055,fgrained-2055.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2056,fgrained-2056.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2057,fgrained-2057.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2058,fgrained-2058.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2059,fgrained-2059.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2060,fgrained-2060.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2061,fgrained-2061.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2062,fgrained-2062.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2063,fgrained-2063.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2064,fgrained-2064.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2065,fgrained-2065.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2066,fgrained-2066.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2067,fgrained-2067.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2068,fgrained-2068.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2069,fgrained-2069.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2070,fgrained-2070.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2071,fgrained-2071.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2072,fgrained-2072.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2073,fgrained-2073.pt,GENUS,Eucosma sp.,,,,NorthEasternAmerica
2074,fgrained-2074.pt,FAMILY,Crambidae,,,,NorthEasternAmerica
2075,fgrained-2075.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2076,fgrained-2076.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2077,fgrained-2077.pt,SUBFAMILY,Olethreutinae,,,,NorthEasternAmerica
2078,fgrained-2078.pt,SPECIES,Striacosta albicosta,,9342344.0,9342344.0,NorthEasternAmerica
2079,fgrained-2079.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2080,fgrained-2080.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2081,fgrained-2081.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2082,fgrained-2082.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2083,fgrained-2083.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2084,fgrained-2084.pt,SPECIES,Cochylichroa hoffmanana,,10869347.0,10869347.0,NorthEasternAmerica
2085,fgrained-2085.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2086,fgrained-2086.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2087,fgrained-2087.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2088,fgrained-2088.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2089,fgrained-2089.pt,GENUS,Pandemis sp.,,,,NorthEasternAmerica
2090,fgrained-2090.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2091,fgrained-2091.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2092,fgrained-2092.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2093,fgrained-2093.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2094,fgrained-2094.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2095,fgrained-2095.pt,GENUS,Acleris sp.,,,,NorthEasternAmerica
2096,fgrained-2096.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2097,fgrained-2097.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2098,fgrained-2098.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2099,fgrained-2099.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2100,fgrained-2100.pt,SPECIES,Gerdana caritella,,1845793.0,1845793.0,NorthEasternAmerica
2101,fgrained-2101.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2102,fgrained-2102.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2103,fgrained-2103.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2104,fgrained-2104.pt,GENUS,Caloptilia sp.,,,,NorthEasternAmerica
2105,fgrained-2105.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2106,fgrained-2106.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2107,fgrained-2107.pt,SPECIES,Apotomis albeolana,,1744724.0,1744724.0,NorthEasternAmerica
2108,fgrained-2108.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2109,fgrained-2109.pt,FAMILY,Gelechiidae,,,,NorthEasternAmerica
2110,fgrained-2110.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2111,fgrained-2111.pt,FAMILY,Gelechiidae,,,,NorthEasternAmerica
2112,fgrained-2112.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2113,fgrained-2113.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2114,fgrained-2114.pt,GENUS,Coleophora sp.,,,,NorthEasternAmerica
2115,fgrained-2115.pt,FAMILY,Gelechiidae,,,,NorthEasternAmerica
2116,fgrained-2116.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2117,fgrained-2117.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2118,fgrained-2118.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2119,fgrained-2119.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2120,fgrained-2120.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2121,fgrained-2121.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2122,fgrained-2122.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2123,fgrained-2123.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2124,fgrained-2124.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2125,fgrained-2125.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2126,fgrained-2126.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2127,fgrained-2127.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2128,fgrained-2128.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2129,fgrained-2129.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2130,fgrained-2130.pt,ORDER,Moth,,,,NorthEasternAmerica
2131,fgrained-2131.pt,ORDER,Moth,,,,NorthEasternAmerica
2132,fgrained-2132.pt,FAMILY,Geometridae,,,,NorthEasternAmerica
2133,fgrained-2133.pt,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
2134,fgrained-2134.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2135,fgrained-2135.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2136,fgrained-2136.pt,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
2137,fgrained-2137.pt,TRIBE,Eucosmini,,,,NorthEasternAmerica
2138,fgrained-2138.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2139,fgrained-2139.pt,TRIBE,Eucosmini,,,,NorthEasternAmerica
2140,fgrained-2140.pt,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
2141,fgrained-2141.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2142,fgrained-2142.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2143,fgrained-2143.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2144,fgrained-2144.pt,SPECIES,Crambus praefectellus,,1880132.0,1880132.0,NorthEasternAmerica
2145,fgrained-2145.pt,ORDER,Moth,,,,NorthEasternAmerica
2146,fgrained-2146.pt,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
2147,fgrained-2147.pt,GENUS,Choristoneura sp.,,,,NorthEasternAmerica
2148,fgrained-2148.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2149,fgrained-2149.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2150,fgrained-2150.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2151,fgrained-2151.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2152,fgrained-2152.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2153,fgrained-2153.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2154,fgrained-2154.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2155,fgrained-2155.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2156,fgrained-2156.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2157,fgrained-2157.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2158,fgrained-2158.pt,GENUS,Crambus sp.,,,,NorthEasternAmerica
2159,fgrained-2159.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2160,fgrained-2160.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2161,fgrained-2161.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2162,fgrained-2162.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2163,fgrained-2163.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2164,fgrained-2164.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2165,fgrained-2165.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2166,fgrained-2166.pt,SPECIES,Campaea perlata,,1978751.0,1978751.0,NorthEasternAmerica
2167,fgrained-2167.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2168,fgrained-2168.pt,SPECIES,Sparganothis sulfureana,,1739617.0,1739617.0,NorthEasternAmerica
2169,fgrained-2169.pt,GENUS,Neodactria sp.,,,,NorthEasternAmerica
2170,fgrained-2170.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2171,fgrained-2171.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2172,fgrained-2172.pt,SPECIES,Campaea perlata,,1978751.0,1978751.0,NorthEasternAmerica
2173,fgrained-2173.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2174,fgrained-2174.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2175,fgrained-2175.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2176,fgrained-2176.pt,GENUS,Crambus sp.,,,,NorthEasternAmerica
2177,fgrained-2177.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2178,fgrained-2178.pt,ORDER,Moth,,,,NorthEasternAmerica
2179,fgrained-2179.pt,SPECIES,Campaea perlata,,1978751.0,1978751.0,NorthEasternAmerica
2180,fgrained-2180.pt,GENUS,Cenopis sp.,,,,NorthEasternAmerica
2181,fgrained-2181.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2182,fgrained-2182.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2183,fgrained-2183.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2184,fgrained-2184.pt,GENUS,Crambus sp.,,,,NorthEasternAmerica
2185,fgrained-2185.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2186,fgrained-2186.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2187,fgrained-2187.pt,GENUS,Agriphila sp.,,,,NorthEasternAmerica
2188,fgrained-2188.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2189,fgrained-2189.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2190,fgrained-2190.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2191,fgrained-2191.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2192,fgrained-2192.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2193,fgrained-2193.pt,SPECIES,Campaea perlata,,1978751.0,1978751.0,NorthEasternAmerica
2194,fgrained-2194.pt,GENUS,Pandemis sp.,,,,NorthEasternAmerica
2195,fgrained-2195.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2196,fgrained-2196.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2197,fgrained-2197.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2198,fgrained-2198.pt,ORDER,Moth,,,,NorthEasternAmerica
2199,fgrained-2199.pt,SPECIES,Campaea perlata,,1978751.0,1978751.0,NorthEasternAmerica
2200,fgrained-2200.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2201,fgrained-2201.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2202,fgrained-2202.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2203,fgrained-2203.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2204,fgrained-2204.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2205,fgrained-2205.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2206,fgrained-2206.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2207,fgrained-2207.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2208,fgrained-2208.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2209,fgrained-2209.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2210,fgrained-2210.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2211,fgrained-2211.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2212,fgrained-2212.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2213,fgrained-2213.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2214,fgrained-2214.pt,SPECIES,Plutella xylostella,,1831136.0,1831136.0,NorthEasternAmerica
2215,fgrained-2215.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2216,fgrained-2216.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2217,fgrained-2217.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2218,fgrained-2218.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2219,fgrained-2219.pt,GENUS,Pandemis sp.,,,,NorthEasternAmerica
2220,fgrained-2220.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2221,fgrained-2221.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2222,fgrained-2222.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2223,fgrained-2223.pt,GENUS,Pandemis sp.,,,,NorthEasternAmerica
2224,fgrained-2224.pt,FAMILY,Crambidae,,,,NorthEasternAmerica
2225,fgrained-2225.pt,GENUS,Pandemis sp.,,,,NorthEasternAmerica
2226,fgrained-2226.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2227,fgrained-2227.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2228,fgrained-2228.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2229,fgrained-2229.pt,SPECIES,Eucosma tomonana,Phaneta tomonana,10194727.0,5104259.0,NorthEasternAmerica
2230,fgrained-2230.pt,FAMILY,Gelechiidae,,,,NorthEasternAmerica
2231,fgrained-2231.pt,FAMILY,Pyralidae,,,,NorthEasternAmerica
2232,fgrained-2232.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2233,fgrained-2233.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2234,fgrained-2234.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2235,fgrained-2235.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2236,fgrained-2236.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2237,fgrained-2237.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2238,fgrained-2238.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2239,fgrained-2239.pt,TRIBE,Archipini,,,,NorthEasternAmerica
2240,fgrained-2240.pt,SPECIES,Pleuroprucha insulsaria,,1968942.0,1968942.0,NorthEasternAmerica
2241,fgrained-2241.pt,SPECIES,Microcrambus elegans,,1886378.0,1886378.0,NorthEasternAmerica
2242,fgrained-2242.pt,GENUS,Idia sp.,,,,NorthEasternAmerica
2243,fgrained-2243.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2244,fgrained-2244.pt,GENUS,Idia sp.,,,,NorthEasternAmerica
2245,fgrained-2245.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2246,fgrained-2246.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2247,fgrained-2247.pt,ORDER,Moth,,,,NorthEasternAmerica
2248,fgrained-2248.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2249,fgrained-2249.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2250,fgrained-2250.pt,GENUS,Microcrambus sp.,,,,NorthEasternAmerica
2251,fgrained-2251.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2252,fgrained-2252.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2253,fgrained-2253.pt,TRIBE,Archipini,,,,NorthEasternAmerica
2254,fgrained-2254.pt,TRIBE,Archipini,,,,NorthEasternAmerica
2255,fgrained-2255.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2256,fgrained-2256.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2257,fgrained-2257.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2258,fgrained-2258.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2259,fgrained-2259.pt,GENUS,Eupithecia sp.,,,,NorthEasternAmerica
2260,fgrained-2260.pt,GENUS,Crambus sp.,,,,NorthEasternAmerica
2261,fgrained-2261.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2262,fgrained-2262.pt,GENUS,Eupithecia sp.,,,,NorthEasternAmerica
2263,fgrained-2263.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2264,fgrained-2264.pt,GENUS,Cenopis sp.,,,,NorthEasternAmerica
2265,fgrained-2265.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2266,fgrained-2266.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2267,fgrained-2267.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2268,fgrained-2268.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2269,fgrained-2269.pt,SPECIES,Aplocera plagiata,,1984942.0,1984942.0,NorthEasternAmerica
2270,fgrained-2270.pt,SPECIES,Pandemis limitata,,1743825.0,1743825.0,NorthEasternAmerica
2271,fgrained-2271.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2272,fgrained-2272.pt,SPECIES,Pandemis limitata,,1743825.0,1743825.0,NorthEasternAmerica
2273,fgrained-2273.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2274,fgrained-2274.pt,GENUS,Crambus sp.,,,,NorthEasternAmerica
2275,fgrained-2275.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2276,fgrained-2276.pt,FAMILY,Crambidae,,,,NorthEasternAmerica
2277,fgrained-2277.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2278,fgrained-2278.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2279,fgrained-2279.pt,GENUS,Crambus sp.,,,,NorthEasternAmerica
2280,fgrained-2280.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2281,fgrained-2281.pt,FAMILY,Crambidae,,,,NorthEasternAmerica
2282,fgrained-2282.pt,FAMILY,Crambidae,,,,NorthEasternAmerica
2283,fgrained-2283.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2284,fgrained-2284.pt,SPECIES,Hypena palparia,,9626500.0,9626500.0,NorthEasternAmerica
2285,fgrained-2285.pt,GENUS,Coleophora sp.,,,,NorthEasternAmerica
2286,fgrained-2286.pt,GENUS,Crambus sp.,,,,NorthEasternAmerica
2287,fgrained-2287.pt,FAMILY,Erebidae,,,,NorthEasternAmerica
2288,fgrained-2288.pt,TRIBE,Archipini,,,,NorthEasternAmerica
2289,fgrained-2289.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2290,fgrained-2290.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2291,fgrained-2291.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2292,fgrained-2292.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2293,fgrained-2293.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2294,fgrained-2294.pt,GENUS,Dioryctria sp.,,,,NorthEasternAmerica
2295,fgrained-2295.pt,SPECIES,Sparganothis sulfureana,,1739617.0,1739617.0,NorthEasternAmerica
2296,fgrained-2296.pt,GENUS,Microcrambus sp.,,,,NorthEasternAmerica
2297,fgrained-2297.pt,SPECIES,Microcrambus elegans,,1886378.0,1886378.0,NorthEasternAmerica
2298,fgrained-2298.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2299,fgrained-2299.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2300,fgrained-2300.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2301,fgrained-2301.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2302,fgrained-2302.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2303,fgrained-2303.pt,SPECIES,Idia concisa of authors,NotAvail,,-1.0,NorthEasternAmerica
2304,fgrained-2304.pt,GENUS,Microcrambus sp.,,,,NorthEasternAmerica
2305,fgrained-2305.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2306,fgrained-2306.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2307,fgrained-2307.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2308,fgrained-2308.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2309,fgrained-2309.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2310,fgrained-2310.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2311,fgrained-2311.pt,TRIBE,Eucosmini,,,,NorthEasternAmerica
2312,fgrained-2312.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2313,fgrained-2313.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2314,fgrained-2314.pt,GENUS,Eupithecia sp.,,,,NorthEasternAmerica
2315,fgrained-2315.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2316,fgrained-2316.pt,GENUS,Ancylis sp.,,,,NorthEasternAmerica
2317,fgrained-2317.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2318,fgrained-2318.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2319,fgrained-2319.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2320,fgrained-2320.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2321,fgrained-2321.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2322,fgrained-2322.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2323,fgrained-2323.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2324,fgrained-2324.pt,FAMILY,Crambidae,,,,NorthEasternAmerica
2325,fgrained-2325.pt,FAMILY,Crambidae,,,,NorthEasternAmerica
2326,fgrained-2326.pt,SPECIES,Hypena scabra,,9579730.0,9579730.0,NorthEasternAmerica
2327,fgrained-2327.pt,SPECIES,Choristoneura rosaceana,,5102671.0,5102671.0,NorthEasternAmerica
2328,fgrained-2328.pt,GENUS,Acleris sp.,,,,NorthEasternAmerica
2329,fgrained-2329.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2330,fgrained-2330.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2331,fgrained-2331.pt,ORDER,Lepidoptera,,,,NorthEasternAmerica
2332,fgrained-2332.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2333,fgrained-2333.pt,SUBFAMILY,Olethreutinae,,,,NorthEasternAmerica
2334,fgrained-2334.pt,TRIBE,Sparganothini,,,,NorthEasternAmerica
2335,fgrained-2335.pt,GENUS,Idia sp.,,,,NorthEasternAmerica
2336,fgrained-2336.pt,GENUS,Idia sp.,,,,NorthEasternAmerica
2337,fgrained-2337.pt,SPECIES,Idia aemula,,9407200.0,9407200.0,NorthEasternAmerica
2338,fgrained-2338.pt,SUBFAMILY,Crambinae,,,,NorthEasternAmerica
2339,fgrained-2339.pt,SPECIES,Sparganothis sulfureana,,1739617.0,1739617.0,NorthEasternAmerica
2340,fgrained-2340.pt,TRIBE,Eucosmini,,,,NorthEasternAmerica
2341,fgrained-2341.pt,SPECIES,Cenopis reticulatana,,9896144.0,9896144.0,NorthEasternAmerica
2342,fgrained-2342.pt,GENUS,Idia sp.,,,,NorthEasternAmerica
2343,fgrained-2343.pt,SPECIES,Idia concisa of authors,NotAvail,,-1.0,NorthEasternAmerica
2344,fgrained-2344.pt,GENUS,Idia sp.,,,,NorthEasternAmerica
2345,fgrained-2345.pt,SPECIES,Campaea perlata,,1978751.0,1978751.0,NorthEasternAmerica
2346,fgrained-2346.pt,SPECIES,Idia concisa of authors,NotAvail,,-1.0,NorthEasternAmerica
2347,fgrained-2347.pt,SPECIES,Campaea perlata,,1978751.0,1978751.0,NorthEasternAmerica
2348,fgrained-2348.pt,FAMILY,Tortricidae,,,,NorthEasternAmerica
2349,fgrained-2349.pt,SPECIES,Campaea perlata,,1978751.0,1978751.0,NorthEasternAmerica
2350,fgrained-2350.pt,SPECIES,Epinotia lindana,,1745814.0,1745814.0,NorthEasternAmerica
2351,fgrained-2351.pt,SPECIES,Campaea perlata,,1978751.0,1978751.0,NorthEasternAmerica
2352,fgrained-2352.pt,SPECIES,Epinotia lindana,,1745814.0,1745814.0,NorthEasternAmerica
2353,fgrained-2353.pt,SPECIES,Campaea perlata,,1978751.0,1978751.0,NorthEasternAmerica
2354,fgrained-2354.pt,SPECIES,Idia aemula,,9407200.0,9407200.0,NorthEasternAmerica
2355,fgrained-2355.pt,SPECIES,Epinotia lindana,,1745814.0,1745814.0,NorthEasternAmerica
2356,fgrained-2356.pt,SPECIES,Epinotia lindana,,1745814.0,1745814.0,NorthEasternAmerica
2357,fgrained-2357.pt,SPECIES,Campaea perlata,,1978751.0,1978751.0,NorthEasternAmerica
2358,fgrained-2358.pt,GENUS,Idia sp.,,,,NorthEasternAmerica
2359,fgrained-2359.pt,SPECIES,Campaea perlata,,1978751.0,1978751.0,NorthEasternAmerica
2360,fgrained-2360.pt,SPECIES,Epinotia lindana,,1745814.0,1745814.0,NorthEasternAmerica
2361,fgrained-2361.pt,SPECIES,Campaea perlata,,1978751.0,1978751.0,NorthEasternAmerica
2362,fgrained-2362.pt,TRIBE,Crambini,,,,NorthEasternAmerica
2363,fgrained-2363.pt,SPECIES,Campaea perlata,,1978751.0,1978751.0,NorthEasternAmerica
